"","voter.id","treatment","victim.status","ge2000","ge2002","fam.members","age","party","sex","pct.white","median.income"
"10836",10644,0,3,"N",0,1,47,"N","F",0.70615,51288
"10837",10645,0,3,"Y",0,2,51,"D","M",0.579414,52031
"10838",10646,0,2,"Y",0,1,57,"N","F",0.787982,68258
"10839",10647,0,3,"N",0,2,48,"N","M",0.9033,150000
"10840",10648,0,3,"N",0,1,36,"D","F",0.464416,35185
"10841",10649,0,3,"N",0,1,89,"D","F",0.613112,45500
"10842",10650,0,3,"N",0,2,28,"I","F",0.435354,44792
"10843",10651,0,3,"Y",1,1,60,"D","F",0.369803,55056
"10844",10652,0,3,"Y",0,2,41,"D","M",0.369803,55056
"10845",10653,0,3,"Y",0,2,40,"D","F",0.369803,55056
"10846",10654,0,3,"Y",1,2,63,"D","F",0.013934,13325
"10847",10655,0,3,"N",0,2,37,"N","F",0.70615,51288
"10848",10656,0,3,"N",0,2,47,"N","M",0.70615,51288
"10849",10657,0,3,"N",0,2,44,"N","F",0.810548,84684
"10850",10658,0,3,"N",0,2,62,"N","F",0.917677,74211
"10851",10659,0,2,"Y",0,2,22,"N","F",0.82899,88067
"10852",10660,0,3,"N",0,1,28,"N","M",0.781139,102049
"10853",10661,1,3,"N",0,1,29,"N","F",0.371914,19740
"10854",10662,1,3,"N",0,3,23,"N","F",0.254011,76882
"10855",10663,1,3,"Y",0,5,29,"N","F",0.371914,19740
"10856",10664,0,3,"Y",1,1,31,"N","M",0.568323,50469
"10857",10665,0,3,"N",0,1,54,"N","F",0.662116,65694
"10858",10666,0,3,"N",0,2,44,"N","M",0.924939,168011
"10859",10667,1,3,"Y",1,4,42,"D","F",0.907255,75531
"10860",10668,1,3,"Y",1,4,69,"D","M",0.907255,75531
"10861",10669,1,3,"Y",0,2,66,"D","F",0.907255,75531
"10862",10670,0,3,"Y",0,1,36,"D","F",0.942511,93096
"10863",10671,0,3,"Y",1,3,69,"N","M",0.924195,98867
"10864",10672,0,3,"A",1,4,21,"D","M",0.863253,100892
"10865",10673,0,3,"N",0,1,58,"N","F",0.929607,106747
"10866",10674,0,3,"N",0,1,57,"N","F",0.929607,106747
"10867",10675,1,3,"Y",0,2,64,"N","M",0.754947,68170
"10868",10676,0,3,"Y",1,2,52,"D","F",0.887545,100685
"10869",10677,0,3,"Y",0,1,37,"D","M",0.640555,63582
"10870",10678,0,3,"Y",0,1,83,"D","F",0.640555,63582
"10871",10679,0,3,"N",0,1,66,"N","F",0.938655,70500
"10872",10680,0,3,"Y",1,1,44,"D","F",0.410565,48214
"10873",10681,0,2,"N",0,2,50,"N","F",1,81382
"10874",10682,1,2,"Y",0,3,21,"D","M",0.949355,158272
"10875",10683,0,3,"Y",1,2,49,"D","F",0.929607,106747
"10876",10684,0,3,"N",0,2,40,"N","F",0.728216,80292
"10877",10685,0,3,"N",0,5,21,"N","M",0.852003,89817
"10878",10686,0,3,"N",0,1,36,"N","F",0.640555,63582
"10879",10687,0,3,"Y",1,3,76,"D","M",0.85605,72917
"10880",10688,0,3,"Y",1,3,65,"N","F",0.85605,72917
"10881",10689,0,3,"Y",0,2,47,"N","F",0.9033,150000
"10882",10690,0,2,"N",0,3,22,"N","F",0.925258,161166
"10883",10691,0,3,"Y",0,3,56,"N","F",0.933268,200001
"10884",10692,0,3,"N",0,1,61,"D","F",0.764227,66154
"10885",10693,0,3,"Y",0,2,37,"N","F",0.92681,105812
"10886",10694,0,3,"N",0,2,72,"N","F",0.802985,57273
"10887",10695,0,3,"N",1,3,57,"N","F",0.974474,52230
"10888",10696,0,3,"N",0,3,58,"D","M",0.974474,52230
"10889",10697,0,3,"Y",1,3,53,"N","F",0.969799,176583
"10890",10698,0,3,"Y",1,3,50,"N","M",0.969799,176583
"10891",10699,0,3,"Y",1,2,45,"N","M",0.903883,127750
"10892",10700,0,3,"N",0,4,21,"N","M",0.731308,67500
"10893",10701,0,3,"Y",0,4,49,"I","F",0.731308,67500
"10894",10702,0,2,"Y",0,1,41,"D","F",0.763359,84021
"10895",10703,1,3,"Y",1,1,42,"N","M",0.818452,92298
"10896",10704,0,3,"Y",1,2,37,"N","F",0.866438,101508
"10897",10705,0,3,"N",0,2,43,"I","M",0.952227,110805
"10898",10706,1,3,"N",0,3,45,"N","M",0.78496,71750
"10899",10707,0,3,"Y",1,3,66,"N","M",0.943576,84501
"10900",10708,0,3,"Y",1,3,64,"N","F",0.943576,84501
"10901",10709,0,3,"Y",1,1,58,"N","M",0.943576,84501
"10902",10710,0,3,"N",0,1,32,"N","F",0.781139,102049
"10903",10711,0,3,"N",0,1,30,"D","F",0.849192,66400
"10904",10712,0,3,"Y",1,2,45,"D","M",0.59949,70875
"10905",10713,0,3,"Y",1,4,55,"N","M",0.731308,67500
"10906",10714,0,3,"Y",0,1,51,"D","M",0.371711,73413
"10907",10715,0,3,"N",0,1,68,"D","M",0.42462,45272
"10908",10716,0,3,"Y",0,2,40,"N","F",0.890923,99047
"10909",10717,0,3,"Y",0,2,45,"N","M",0.890923,99047
"10910",10718,0,3,"N",0,2,42,"N","M",0.909524,150817
"10911",10719,0,3,"Y",0,1,55,"N","F",0.549442,61328
"10912",10720,0,3,"N",0,1,36,"D","F",0.943709,115745
"10913",10721,1,3,"Y",0,2,35,"D","M",0.950262,91701
"10914",10722,0,2,"Y",0,1,42,"D","F",0.888015,76094
"10915",10723,0,3,"Y",0,2,32,"N","F",0.902703,107448
"10916",10724,1,3,"N",0,3,27,"D","F",0.603261,63424
"10917",10725,1,3,"N",0,4,20,"N","M",0.916064,166361
"10918",10726,0,3,"Y",0,2,34,"N","M",0.889881,200001
"10919",10727,0,3,"Y",1,2,62,"N","F",0.635359,45800
"10920",10728,0,2,"N",0,1,42,"N","F",0.877429,116314
"10921",10729,0,3,"Y",1,3,71,"D","F",0.73986,72625
"10922",10730,0,3,"N",0,3,20,"N","F",0.900538,149353
"10923",10731,0,3,"Y",0,3,29,"N","M",0.933268,200001
"10924",10732,0,3,"N",0,1,22,"N","M",0.904266,200001
"10925",10733,0,3,"Y",1,2,28,"D","F",0.852003,89817
"10926",10734,0,3,"N",0,1,30,"N","M",0.864786,88408
"10927",10735,1,3,"N",0,5,23,"N","M",0.963504,146358
"10928",10736,0,3,"N",0,3,20,"N","M",0.883858,102512
"10929",10737,0,3,"N",0,2,51,"D","F",0.852003,89817
"10930",10738,0,3,"N",0,1,24,"N","M",0.660764,60625
"10931",10739,0,3,"N",0,1,20,"N","F",0.809032,94927
"10932",10740,0,3,"N",0,2,40,"N","M",0.90959,134923
"10933",10741,0,3,"N",0,2,34,"N","F",0.90959,134923
"10934",10742,1,3,"Y",0,1,41,"I","F",0.912777,118633
"10935",10743,0,3,"Y",0,1,40,"D","M",0.92667,200001
"10936",10744,0,2,"N",0,3,20,"N","M",0.9033,150000
"10937",10745,0,3,"A",1,1,80,"D","M",0.781139,102049
"10938",10746,0,3,"N",0,1,63,"D","M",0.640555,63582
"10939",10747,0,3,"Y",0,1,41,"N","M",0.640555,63582
"10940",10748,0,3,"N",0,2,36,"D","F",0.650031,68594
"10941",10749,0,3,"N",0,5,25,"N","F",0.734257,66544
"10942",10750,0,2,"Y",0,3,21,"N","M",0.852003,89817
"10943",10751,0,3,"N",0,3,20,"D","M",0.852003,89817
"10944",10752,0,3,"Y",1,4,70,"D","F",0.952128,128774
"10945",10752,0,3,"Y",1,4,70,"D","F",0.952128,128774
"10946",10753,0,2,"Y",0,3,22,"D","F",0.349915,38806
"10947",10754,1,3,"N",0,1,78,"N","F",0.270625,45598
"10948",10755,0,3,"Y",1,2,36,"D","M",0.922156,31667
"10949",10756,0,2,"Y",0,4,21,"N","F",0.907303,200001
"10950",10757,0,3,"N",0,1,75,"N","F",0.640555,63582
"10951",10758,1,3,"N",1,4,38,"D","F",0.92091,115768
"10952",10759,0,3,"N",0,4,20,"D","F",0.863253,100892
"10953",10760,0,3,"N",0,1,22,"D","M",0.872654,82637
"10954",10761,0,2,"Y",0,3,20,"N","F",0.39893,33750
"10955",10762,0,3,"Y",0,1,21,"N","M",0.39893,33750
"10956",10763,0,3,"N",0,2,20,"D","M",0.395383,42500
"10957",10764,1,3,"Y",0,1,79,"N","F",0.942511,93096
"10958",10765,0,3,"N",0,1,72,"N","M",0.941096,23036
"10959",10766,0,3,"N",1,2,53,"D","F",0.879268,68056
"10960",10767,0,3,"Y",0,1,29,"I","F",0.942879,130622
"10961",10768,0,3,"A",1,1,78,"D","F",0.781139,102049
"10962",10769,0,3,"Y",1,2,82,"N","M",0.640555,63582
"10963",10770,0,3,"N",0,1,78,"N","F",0.834441,60139
"10964",10771,0,3,"Y",1,2,43,"N","F",0.834441,60139
"10965",10772,1,3,"N",0,2,49,"N","M",0.913177,74844
"10966",10773,0,3,"N",0,1,78,"N","M",0.639519,39375
"10967",10774,0,2,"Y",0,4,62,"N","M",0.97075,76940
"10968",10775,0,2,"Y",0,4,39,"N","M",0.97075,76940
"10969",10776,0,2,"N",0,4,61,"N","F",0.97075,76940
"10970",10777,0,3,"Y",0,2,58,"N","F",0.869642,91913
"10971",10778,0,3,"Y",1,1,76,"N","F",0.755233,39239
"10972",10779,0,3,"N",0,2,87,"N","M",0.811921,77977
"10973",10780,0,3,"Y",1,3,101,"D","F",0.610598,45750
"10974",10781,0,3,"Y",1,2,71,"N","M",0.902381,83202
"10975",10782,0,3,"Y",0,4,67,"N","M",0.902381,83202
"10976",10783,0,2,"Y",0,1,62,"D","F",0.872568,58603
"10977",10784,0,3,"N",0,2,83,"N","M",0.916256,90279
"10978",10785,0,3,"N",0,2,74,"D","M",0.806818,65250
"10979",10786,0,3,"Y",1,2,37,"N","F",0.886792,71827
"10980",10787,0,2,"N",0,3,59,"N","F",0.950971,71378
"10981",10788,0,3,"Y",1,2,43,"N","M",0.891525,57014
"10982",10789,0,3,"N",0,2,93,"N","M",0.942197,87701
"10983",10790,0,2,"Y",0,3,72,"N","F",0.896511,71250
"10984",10792,0,3,"N",0,2,80,"D","F",0.893562,103287
"10985",10793,0,3,"N",0,1,62,"D","F",0.866124,71325
"10986",10794,1,3,"Y",1,1,73,"D","M",0.300914,16476
"10987",10795,0,3,"N",0,1,64,"D","M",0.891525,57014
"10988",10796,0,3,"N",0,2,71,"N","M",0.665045,63125
"10989",10797,0,3,"N",0,3,69,"D","M",0.672263,61141
"10990",10798,0,3,"N",0,3,66,"N","F",0.672263,61141
"10991",10799,1,3,"N",1,1,68,"N","M",0.536772,58068
"10992",10800,0,3,"Y",1,1,67,"D","F",0.073108,38796
"10993",10801,0,3,"N",0,1,79,"D","F",0.073108,38796
"10994",10802,0,3,"Y",1,1,68,"N","M",0.834283,87427
"10995",10803,0,3,"Y",1,2,64,"N","F",0.93441,51786
"10996",10804,0,3,"N",0,1,60,"N","F",0.457627,47030
"10997",10805,1,3,"Y",1,3,87,"N","M",0.940789,80000
"10998",10806,1,3,"Y",1,3,75,"D","F",0.940789,80000
"10999",10807,1,3,"Y",1,3,81,"N","F",0.815335,52250
"11000",10808,0,3,"Y",1,2,47,"N","F",0.812343,93960
"11001",10809,1,3,"Y",1,3,72,"N","F",0.78434,192840
"11002",10810,0,2,"N",0,2,60,"D","F",0.867143,76888
"11003",10811,0,3,"Y",1,2,72,"D","F",0.663188,37813
"11004",10812,0,3,"Y",1,2,41,"N","M",0.899315,68371
"11005",10813,0,3,"Y",1,1,86,"N","F",0.909166,90804
"11006",10814,0,3,"N",0,2,60,"D","F",0.01682,14421
"11007",10815,1,3,"Y",1,2,78,"D","F",0.789407,71906
"11008",10816,1,3,"Y",1,2,87,"D","M",0.789407,71906
"11009",10817,0,2,"Y",1,3,64,"D","F",0.89314,67188
"11010",10818,0,3,"A",1,4,61,"N","F",0.89314,67188
"11011",10818,1,3,"A",1,4,61,"N","F",0.89314,67188
"11012",10819,0,3,"Y",1,2,39,"D","F",0.899315,68371
"11013",10820,0,2,"Y",1,3,66,"D","M",0.89314,67188
"11014",10822,0,3,"Y",0,3,66,"N","F",0.831409,80668
"11015",10823,0,3,"Y",1,1,79,"D","F",0.903444,65795
"11016",10824,1,3,"N",0,1,58,"D","F",0.831409,80668
"11017",10825,0,3,"Y",0,2,68,"N","M",0.896511,71250
"11018",10826,0,3,"Y",1,3,64,"N","F",0.910112,163145
"11019",10827,0,3,"Y",1,1,54,"D","M",0.794037,51433
"11020",10828,0,3,"Y",0,2,63,"N","M",0.71752,46339
"11021",10829,0,3,"N",0,1,45,"D","M",0.104496,43846
"11022",10830,1,3,"Y",1,2,43,"N","F",0.787477,65288
"11023",10831,0,3,"Y",1,1,64,"N","F",0.908497,106164
"11024",10832,0,3,"N",0,3,67,"D","M",0.73986,72625
"11025",10833,0,3,"Y",1,2,72,"N","F",0.891485,56083
"11026",10834,1,2,"Y",1,1,76,"N","M",0.71379,54871
"11027",10835,0,3,"Y",1,2,46,"N","F",0.91718,87701
"11028",10836,0,3,"Y",1,2,54,"N","M",0.812343,93960
"11029",10837,0,3,"Y",1,1,47,"N","M",0.328777,42439
"11030",10838,0,3,"Y",0,2,44,"N","F",0.875,61196
"11031",10839,0,3,"Y",0,2,46,"N","F",0.875,61196
"11032",10840,0,3,"Y",0,5,62,"N","F",0.93441,51786
"11033",10841,1,3,"Y",1,3,72,"N","M",0.941951,87827
"11034",10842,1,3,"Y",1,3,72,"N","F",0.941951,87827
"11035",10843,0,3,"A",1,2,67,"D","F",0.897914,75744
"11036",10844,0,3,"N",0,1,88,"D","F",0.141677,38906
"11037",10845,0,2,"Y",1,1,60,"D","F",0.141677,38906
"11038",10846,0,3,"Y",1,2,39,"N","M",0.897147,70202
"11039",10847,1,3,"Y",1,3,54,"D","M",0.909166,90804
"11040",10848,0,3,"N",0,3,51,"N","M",0.946958,116253
"11041",10849,1,3,"Y",0,3,49,"N","M",0.861735,103675
"11042",10850,0,3,"N",0,4,89,"N","M",0.899595,194479
"11043",10852,0,3,"Y",1,4,65,"N","M",0.795062,85493
"11044",10853,0,3,"Y",1,4,65,"N","F",0.795062,85493
"11045",10854,0,3,"N",1,2,64,"N","F",0.335798,57045
"11046",10855,0,3,"N",1,2,68,"N","M",0.335798,57045
"11047",10856,0,3,"N",1,2,66,"N","M",0.897914,75744
"11048",10857,0,3,"N",0,3,68,"D","M",0.897914,75744
"11049",10858,0,3,"Y",1,2,80,"D","M",0.023764,14519
"11050",10859,0,3,"Y",1,2,71,"D","M",0.761991,71583
"11051",10860,0,3,"Y",0,2,67,"D","F",0.761991,71583
"11052",10861,0,3,"Y",1,2,41,"N","F",0.919273,61333
"11053",10862,0,3,"N",0,2,69,"D","F",0.963873,81788
"11054",10863,0,3,"Y",1,2,41,"N","F",0.940277,51932
"11055",10864,0,3,"N",0,4,63,"D","F",0.532051,52083
"11056",10865,0,3,"N",0,4,64,"D","M",0.532051,52083
"11057",10866,0,3,"Y",1,1,47,"N","F",0.957004,82611
"11058",10867,1,3,"Y",0,1,51,"N","F",0.860095,74643
"11059",10868,0,2,"Y",1,2,76,"D","M",0.895146,76375
"11060",10869,0,3,"Y",0,2,41,"D","F",0.923547,62500
"11061",10870,1,3,"Y",1,1,79,"D","M",0.568015,58929
"11062",10871,1,3,"Y",1,3,63,"N","F",0.956104,62500
"11063",10872,0,3,"N",0,3,48,"N","F",0.913824,62750
"11064",10873,1,3,"Y",1,3,58,"N","M",0.956104,62500
"11065",10874,1,3,"Y",1,3,73,"D","F",0.743056,41932
"11066",10875,1,3,"Y",1,3,81,"D","M",0.743056,41932
"11067",10876,1,3,"Y",1,6,71,"D","F",0.812325,59485
"11068",10877,1,3,"Y",1,6,75,"N","M",0.812325,59485
"11069",10878,0,3,"A",0,3,63,"N","F",0.922136,87905
"11070",10879,0,3,"Y",1,4,60,"N","F",0.982436,82604
"11071",10880,0,3,"A",1,4,69,"D","M",0.982436,82604
"11072",10881,0,3,"Y",0,2,44,"N","M",0.907407,101966
"11073",10882,0,3,"N",0,1,41,"N","M",0.910714,62228
"11074",10883,0,3,"Y",0,2,61,"D","M",0.76699,62143
"11075",10884,0,3,"N",0,2,53,"N","M",0.894031,61000
"11076",10885,0,3,"N",1,1,64,"D","F",0.412744,49479
"11077",10886,1,3,"N",0,1,76,"D","M",0.687544,35625
"11078",10887,0,3,"Y",1,1,74,"D","F",0.791346,63889
"11079",10888,0,3,"N",0,2,94,"N","F",0.91073,62393
"11080",10889,0,3,"Y",1,1,73,"D","M",0.80855,79166
"11081",10890,0,3,"A",1,3,63,"D","F",0.895146,76375
"11082",10891,0,3,"N",0,2,81,"D","F",0.013934,13325
"11083",10892,0,3,"Y",0,2,68,"D","F",0.524324,46635
"11084",10893,0,3,"Y",1,1,79,"N","M",0.74618,47604
"11085",10894,0,3,"N",0,1,80,"N","M",0.898002,89083
"11086",10895,1,3,"Y",1,2,73,"D","F",0.806818,65250
"11087",10896,1,3,"Y",1,2,82,"D","M",0.806818,65250
"11088",10897,0,3,"N",0,2,72,"D","M",0.761671,45703
"11089",10898,0,3,"Y",1,2,67,"D","F",0.836195,67016
"11090",10899,0,2,"Y",1,2,62,"N","F",0.772829,54519
"11091",10900,0,2,"Y",1,2,64,"D","M",0.772829,54519
"11092",10901,0,3,"Y",1,1,76,"D","M",0.85,69712
"11093",10902,0,3,"Y",1,4,71,"N","F",0.801636,75086
"11094",10903,0,3,"Y",1,2,44,"D","F",0.926004,69850
"11095",10904,0,3,"Y",1,2,45,"D","M",0.926004,69850
"11096",10905,1,3,"Y",1,4,53,"N","M",0.940137,63269
"11097",10906,1,3,"Y",1,4,51,"N","F",0.940137,63269
"11098",10907,0,3,"N",0,2,83,"N","F",0.919468,91066
"11099",10908,0,3,"Y",0,3,48,"D","M",0.919468,91066
"11100",10909,0,3,"Y",0,3,46,"D","F",0.919468,91066
"11101",10910,1,3,"Y",1,2,44,"N","F",0.842671,93300
"11102",10911,1,3,"N",0,1,69,"N","M",0.96112,151230
"11103",10912,0,3,"Y",1,3,64,"N","M",0.476651,57500
"11104",10913,0,3,"Y",1,3,63,"D","F",0.476651,57500
"11105",10914,0,3,"Y",0,2,69,"D","M",0.476651,57500
"11106",10915,0,3,"Y",1,2,64,"N","F",0.772829,54519
"11107",10916,0,3,"Y",1,2,41,"N","F",0.952035,78897
"11108",10917,0,3,"Y",1,1,77,"N","F",0.772829,54519
"11109",10918,1,3,"Y",0,1,60,"N","F",0.873684,68333
"11110",10919,0,3,"Y",1,1,43,"N","F",0.787477,65288
"11111",10920,0,3,"Y",1,2,46,"D","M",0.971103,68611
"11112",10921,0,3,"Y",1,2,68,"D","F",0.906742,73750
"11113",10922,0,3,"Y",1,2,72,"N","M",0.906742,73750
"11114",10923,0,3,"N",0,2,51,"N","M",0.610598,45750
"11115",10924,0,3,"Y",1,3,37,"N","F",0.787477,65288
"11116",10925,0,3,"N",0,4,65,"N","F",0.931492,75790
"11117",10926,0,3,"Y",1,4,67,"N","M",0.931492,75790
"11118",10927,0,3,"Y",0,2,42,"N","M",0.951923,46420
"11119",10928,0,2,"Y",1,1,63,"N","M",0.953556,126892
"11120",10929,0,3,"Y",1,1,60,"N","F",0.953556,126892
"11121",10930,0,3,"Y",1,2,77,"N","F",0.902449,100724
"11122",10931,0,3,"N",0,2,77,"N","M",0.902449,100724
"11123",10932,1,2,"N",0,1,85,"N","M",0.949082,52500
"11124",10933,0,3,"N",0,2,69,"N","M",0.942664,67232
"11125",10934,0,3,"Y",1,2,49,"N","M",0.956172,61920
"11126",10935,0,3,"Y",1,2,78,"D","F",0.300914,16476
"11127",10936,0,3,"Y",1,2,85,"D","M",0.300914,16476
"11128",10937,0,3,"Y",1,1,45,"I","M",0.957004,82611
"11129",10938,1,3,"N",0,1,73,"N","M",0.692521,77106
"11130",10939,0,3,"N",1,2,86,"D","F",0.943576,84501
"11131",10940,0,3,"N",0,2,56,"N","F",0.972892,157319
"11132",10941,0,3,"Y",1,2,67,"D","F",0.636364,47794
"11133",10943,0,3,"N",0,1,89,"D","F",0.952688,73333
"11134",10944,0,3,"Y",1,1,84,"D","F",0.502508,26129
"11135",10945,1,3,"Y",0,1,64,"N","F",0.743091,61667
"11136",10946,0,3,"N",0,2,78,"N","F",0.489253,35801
"11137",10947,0,3,"Y",1,1,65,"N","F",0.929567,79067
"11138",10948,0,3,"N",0,2,67,"N","F",0.950717,74800
"11139",10949,0,3,"N",0,1,69,"I","M",0.891386,63207
"11140",10950,0,3,"Y",1,2,46,"N","M",0.950717,74800
"11141",10951,0,3,"Y",1,2,50,"N","F",0.9532,107741
"11142",10952,0,3,"Y",1,1,79,"D","F",0.351732,45313
"11143",10953,0,3,"Y",1,3,54,"D","F",0.884852,60893
"11144",10954,0,3,"N",0,2,88,"N","F",0.88563,74196
"11145",10955,0,2,"Y",1,3,55,"N","M",0.950971,71378
"11146",10956,0,3,"Y",1,1,81,"D","F",0.868289,74191
"11147",10957,1,3,"N",0,1,69,"D","F",0.888112,62905
"11148",10958,1,3,"Y",0,2,69,"D","F",0.659259,69938
"11149",10959,1,3,"Y",0,2,81,"N","M",0.659259,69938
"11150",10960,0,3,"Y",0,3,37,"D","M",0.945931,66282
"11151",10961,0,2,"Y",1,2,75,"N","F",0.855182,62500
"11152",10962,1,3,"Y",0,1,49,"N","F",0.925067,60114
"11153",10963,1,3,"Y",1,1,67,"N","F",0.854753,76191
"11154",10964,1,3,"Y",1,1,84,"D","F",0.854753,76191
"11155",10965,1,3,"Y",1,2,80,"N","M",0.797552,54583
"11156",10966,0,3,"N",0,2,64,"N","F",0.893313,96715
"11157",10967,0,3,"N",0,2,67,"N","M",0.893313,96715
"11158",10968,0,3,"N",0,1,93,"N","F",0.868828,119882
"11159",10969,0,3,"Y",1,2,56,"N","F",0.949825,59844
"11160",10970,0,3,"Y",1,1,61,"N","M",0.123634,32101
"11161",10971,1,3,"N",0,1,85,"D","F",0.918743,37734
"11162",10972,1,3,"Y",0,2,46,"N","M",0.842671,93300
"11163",10973,1,3,"Y",0,1,85,"D","F",0.354856,51944
"11164",10974,0,3,"Y",1,2,68,"D","F",0.96112,151230
"11165",10975,0,3,"N",0,4,62,"N","M",0.082317,66912
"11166",10976,0,3,"N",0,4,67,"N","F",0.082317,66912
"11167",10977,1,2,"Y",1,3,75,"N","F",0.964939,103100
"11168",10978,1,2,"Y",1,3,77,"N","M",0.964939,103100
"11169",10979,0,3,"N",0,4,71,"N","F",0.964939,103100
"11170",10979,0,3,"N",0,4,71,"N","F",0.964939,103100
"11171",10980,1,3,"N",0,1,87,"D","F",0,34505
"11172",10981,0,3,"Y",0,2,60,"N","F",0.626087,67143
"11173",10982,0,3,"Y",0,2,63,"N","M",0.626087,67143
"11174",10983,0,3,"N",0,1,75,"N","M",0.798724,77723
"11175",10984,1,3,"N",0,1,58,"N","M",0.902967,77816
"11176",10985,0,3,"N",0,1,76,"N","F",0.876083,68542
"11177",10986,0,3,"Y",1,1,49,"N","M",0.940277,51932
"11178",10987,0,3,"N",0,1,77,"N","F",0.80675,62750
"11179",10988,0,3,"Y",0,4,73,"D","F",0.897914,75744
"11180",10988,0,3,"Y",0,4,73,"D","F",0.897914,75744
"11181",10989,0,3,"Y",0,4,74,"N","M",0.897914,75744
"11182",10989,0,3,"Y",0,4,74,"N","M",0.897914,75744
"11183",10990,0,3,"Y",1,2,68,"D","F",0.798724,77723
"11184",10991,0,3,"Y",1,1,75,"N","M",0.548973,47727
"11185",10992,0,3,"Y",1,4,38,"N","M",0.952035,78897
"11186",10993,0,3,"Y",1,2,44,"N","M",0.952035,78897
"11187",10994,0,3,"N",1,1,73,"D","F",0,31691
"11188",10995,0,3,"Y",1,2,68,"N","F",0.798724,77723
"11189",10996,0,3,"Y",1,2,70,"N","M",0.798724,77723
"11190",10997,1,3,"N",0,2,82,"N","M",0.798724,77723
"11191",10998,1,3,"Y",1,2,78,"D","F",0.798724,77723
"11192",10999,0,3,"N",0,3,75,"D","M",0,31691
"11193",11000,0,3,"N",0,3,74,"D","F",0.929212,71136
"11194",11001,0,3,"N",0,2,76,"N","F",0.993945,168418
"11195",11002,0,3,"Y",1,2,78,"N","M",0.993945,168418
"11196",11003,0,3,"N",0,1,87,"D","F",0.04918,69602
"11197",11004,0,3,"N",0,2,63,"N","M",0.981413,165082
"11198",11005,0,3,"Y",0,2,63,"D","F",0.897914,75744
"11199",11007,0,3,"N",0,2,61,"N","F",0.897914,75744
"11200",11008,0,3,"N",0,2,62,"N","M",0.865967,53750
"11201",11009,0,2,"N",0,3,65,"D","M",0.937044,110166
"11202",11010,0,3,"N",0,2,77,"D","F",0.89314,67188
"11203",11011,0,3,"N",0,2,82,"D","M",0.89314,67188
"11204",11012,1,3,"Y",1,2,63,"D","F",0.308349,40250
"11205",11013,0,3,"Y",1,1,79,"D","F",0.891738,51190
"11206",11014,1,3,"Y",1,1,100,"D","F",0.888793,85293
"11207",11015,0,3,"N",0,1,84,"N","F",0.889175,84585
"11208",11016,1,3,"Y",1,2,51,"N","F",0.918423,81918
"11209",11017,0,3,"N",0,2,85,"N","F",0.745269,68802
"11210",11018,0,3,"N",0,4,76,"N","F",0.701087,48333
"11211",11019,0,3,"N",0,4,77,"N","M",0.701087,48333
"11212",11020,0,2,"Y",1,2,70,"N","M",0.855182,62500
"11213",11021,0,2,"Y",1,2,69,"N","F",0.855182,62500
"11214",11022,0,3,"N",0,4,66,"D","F",0.028459,16850
"11215",11023,0,3,"N",0,4,69,"D","M",0.028459,16850
"11216",11024,0,3,"Y",0,1,87,"D","M",0.016751,20020
"11217",11025,1,3,"N",0,2,72,"D","F",0.667751,88495
"11218",11026,1,3,"N",0,2,75,"D","M",0.667751,88495
"11219",11027,0,3,"Y",1,2,69,"N","F",0.96112,151230
"11220",11028,0,3,"N",0,1,78,"N","F",0.96112,151230
"11221",11029,0,3,"N",0,2,79,"D","F",0,14511
"11222",11030,1,3,"Y",1,2,70,"D","F",0.936108,64803
"11223",11031,1,3,"Y",1,2,71,"D","M",0.936108,64803
"11224",11032,0,3,"Y",1,2,71,"N","F",0.913934,117830
"11225",11033,0,3,"Y",1,2,71,"D","M",0.913934,117830
"11226",11034,0,3,"Y",1,2,61,"N","F",0,23185
"11227",11035,0,3,"N",1,3,63,"D","F",0.895182,71528
"11228",11036,0,3,"Y",1,4,67,"N","F",0.974217,93946
"11229",11037,0,3,"Y",1,1,75,"D","F",0.457627,47030
"11230",11038,0,3,"N",0,2,83,"N","M",0.675934,72074
"11231",11039,0,3,"Y",0,2,73,"N","M",0.939884,138932
"11232",11040,0,3,"Y",1,2,56,"D","F",0.955453,120203
"11233",11041,0,3,"N",0,1,94,"D","F",0.446347,41164
"11234",11042,0,3,"Y",1,2,77,"D","F",0.895522,85140
"11235",11043,0,3,"N",0,2,84,"D","M",0.895522,85140
"11236",11044,0,3,"Y",0,1,87,"D","F",0.446347,41164
"11237",11045,0,3,"N",0,1,89,"D","F",0.446347,41164
"11238",11046,0,3,"Y",0,1,77,"N","F",0.446347,41164
"11239",11047,0,3,"Y",1,2,82,"N","M",0.791191,83668
"11240",11048,0,3,"Y",1,2,78,"N","F",0.791191,83668
"11241",11049,0,3,"Y",1,3,67,"N","M",0.829247,50300
"11242",11050,0,3,"Y",1,3,67,"D","F",0.829247,50300
"11243",11051,0,3,"Y",0,2,87,"D","M",0.892724,165544
"11244",11053,0,3,"N",0,3,65,"N","F",0.871743,82787
"11245",11054,1,3,"N",1,2,65,"D","F",0.935065,82119
"11246",11055,1,3,"Y",1,3,63,"D","F",0.167331,99028
"11247",11056,0,3,"N",1,1,60,"D","M",0.490012,32452
"11248",11057,0,3,"Y",0,2,62,"D","M",0.768495,169198
"11249",11058,0,3,"N",0,1,85,"N","F",0.891416,90224
"11250",11059,1,3,"Y",1,2,72,"D","F",0.167331,99028
"11251",11060,0,3,"Y",1,2,69,"D","F",0.167331,99028
