"","voter.id","treatment","victim.status","ge2000","ge2002","fam.members","age","party","sex","pct.white","median.income"
"1",1,0,2,"N",0,1,32,"D","F",0.911583006381989,33258
"2",2,1,3,"Y",1,4,50,"N","F",0.916064023971558,166361
"3",3,1,3,"Y",1,4,50,"N","M",0.916064023971558,166361
"4",4,0,3,"A",1,1,62,"N","F",0.919984996318817,200001
"5",5,0,3,"N",0,1,84,"D","F",0.90541797876358,39688
"6",6,0,3,"N",0,1,86,"D","F",0.943654000759125,31961
"7",7,0,3,"Y",1,2,59,"D","F",0.943654000759125,31961
"8",8,0,3,"Y",1,2,61,"D","M",0.943654000759125,31961
"9",9,0,3,"Y",0,1,42,"N","F",0.883898973464966,37245
"10",10,0,3,"Y",1,3,75,"D","M",0.948673009872437,53311
"11",11,0,3,"Y",0,3,78,"D","F",0.948673009872437,53311
"12",12,0,3,"Y",1,2,65,"D","F",0.737429976463318,71667
"13",13,0,2,"N",0,3,67,"N","M",0.954315006732941,45104
"14",14,0,2,"Y",1,3,66,"N","F",0.954315006732941,45104
"15",15,0,2,"Y",1,3,45,"N","F",0.954315006732941,45104
"16",16,0,3,"Y",1,2,56,"D","F",0.887544989585876,100685
"17",17,0,3,"N",0,2,47,"D","M",0.948673009872437,53311
"18",18,0,3,"N",0,2,42,"D","F",0.948673009872437,53311
"19",19,0,3,"Y",0,3,46,"N","M",0.948673009872437,53311
"20",20,0,3,"N",0,2,24,"N","F",0.86784702539444,46591
"21",21,0,3,"Y",0,1,34,"N","F",0.883898973464966,37245
"22",22,0,3,"Y",1,3,56,"N","F",0.887544989585876,100685
"23",23,0,3,"Y",1,3,63,"N","M",0.887544989585876,100685
"24",24,0,3,"Y",1,1,68,"N","F",0.887544989585876,100685
"25",25,1,3,"Y",1,2,70,"D","F",0.853215992450714,87272
"26",26,0,3,"Y",1,2,64,"N","M",0.83739298582077,102485
"27",27,0,3,"Y",0,2,61,"N","F",0.83739298582077,102485
"28",28,0,3,"Y",1,2,69,"D","M",0.737429976463318,71667
"29",29,0,2,"N",0,1,56,"N","F",0.987966001033783,30057
"30",30,0,3,"Y",1,4,66,"D","F",0.853215992450714,87272
"31",31,0,3,"Y",1,4,70,"N","M",0.853215992450714,87272
"32",32,0,3,"N",0,2,89,"N","M",0.932277023792267,80403
"33",33,0,3,"Y",0,1,78,"D","M",0.786831974983215,54755
"34",34,1,3,"N",0,2,88,"N","M",0.655826985836029,53365
"35",35,0,2,"Y",1,1,47,"N","F",0.983042001724243,31422
"36",36,0,3,"Y",1,1,74,"N","F",0.987966001033783,30057
"37",37,0,3,"Y",1,1,65,"N","F",0.987966001033783,30057
"38",38,0,3,"Y",1,2,58,"N","M",0.987966001033783,30057
"39",39,0,3,"Y",1,2,54,"N","F",0.987966001033783,30057
"40",40,0,3,"N",0,1,84,"N","F",0.924923002719879,55579
"41",41,0,3,"Y",1,1,63,"N","M",0.980488002300262,28281
"42",42,0,3,"Y",1,2,73,"D","M",0.916064023971558,166361
"43",43,0,3,"Y",1,2,70,"D","F",0.916064023971558,166361
"44",44,0,3,"Y",1,3,58,"D","F",0.916064023971558,166361
"45",45,0,3,"Y",0,1,87,"D","F",0.916064023971558,166361
"46",46,0,2,"Y",0,3,55,"N","F",0.916064023971558,166361
"47",47,0,3,"Y",1,1,50,"D","F",0.921781003475189,56125
"48",48,0,3,"N",0,2,70,"D","F",0.916064023971558,166361
"49",49,0,3,"N",0,2,74,"D","M",0.916064023971558,166361
"50",50,0,3,"Y",0,1,37,"N","M",0.916064023971558,166361
"51",51,0,3,"Y",1,2,73,"N","M",0.672680020332336,62917
"52",52,0,3,"Y",1,2,44,"N","M",0.987966001033783,30057
"53",53,0,3,"Y",1,1,58,"D","M",0.949916005134583,33444
"54",54,0,3,"N",0,2,73,"D","F",0.907513976097107,115845
"55",55,0,2,"Y",1,1,65,"D","F",0.640555024147034,63582
"56",56,0,3,"Y",1,1,83,"D","F",0.640555024147034,63582
"57",57,0,2,"N",0,3,47,"N","F",0.980488002300262,28281
"58",58,0,3,"Y",1,2,75,"N","F",0.987966001033783,30057
"59",59,0,3,"Y",1,2,79,"N","M",0.987966001033783,30057
"60",60,0,3,"N",0,2,74,"D","M",0.907513976097107,115845
"61",61,0,3,"Y",1,1,87,"N","F",0.980488002300262,28281
"62",62,0,3,"Y",1,2,68,"N","F",0.885154008865356,79669
"63",63,0,3,"Y",1,2,50,"N","F",0.987966001033783,30057
"64",64,0,3,"Y",1,1,88,"D","F",0.800346970558167,60556
"65",65,0,3,"N",0,1,83,"N","F",0.980488002300262,28281
"66",66,0,3,"N",0,1,81,"D","F",0.869077980518341,79413
"67",67,0,3,"Y",1,2,37,"N","F",0.980488002300262,28281
"68",68,0,3,"Y",1,2,43,"D","M",0.980488002300262,28281
"69",69,0,3,"Y",1,2,71,"D","F",0.976000010967255,33152
"70",70,0,3,"N",0,2,81,"N","M",0.976000010967255,33152
"71",71,0,3,"Y",1,2,64,"N","F",0.918968975543976,86803
"72",72,0,3,"N",0,1,88,"D","M",0.722656011581421,69821
"73",73,0,3,"N",1,2,83,"D","F",0.944986999034882,67250
"74",74,1,3,"Y",1,3,75,"N","M",0.944986999034882,67250
"75",75,1,3,"Y",1,3,74,"N","F",0.944986999034882,67250
"76",76,1,3,"Y",1,2,86,"N","M",0.336481988430023,38162
"77",77,0,3,"N",0,2,51,"N","F",0.798907995223999,36998
"78",77,0,3,"N",0,2,51,"N","F",0.798907995223999,36998
"79",78,0,3,"Y",1,1,72,"N","M",0.91704398393631,68814
"80",79,0,3,"Y",1,3,47,"D","M",0.878488004207611,61250
"81",80,0,3,"Y",1,3,49,"D","F",0.878488004207611,61250
"82",81,0,3,"Y",1,4,67,"N","F",0.918968975543976,86803
"83",82,0,3,"N",0,1,62,"D","F",0.955994009971619,55655
"84",83,0,3,"Y",1,1,56,"N","M",0.949916005134583,33444
"85",84,0,3,"Y",1,3,71,"D","F",0.91839200258255,88227
"86",85,0,3,"Y",1,1,77,"N","F",0.91839200258255,88227
"87",86,0,3,"Y",1,2,62,"N","F",0.89224100112915,56625
"88",87,0,3,"N",0,3,75,"N","M",0.766203999519348,52143
"89",88,0,3,"N",0,3,71,"N","F",0.766203999519348,52143
"90",89,0,3,"N",0,1,84,"D","M",0.730531990528107,73636
"91",90,0,3,"N",0,1,81,"D","F",0.854530990123749,59226
"92",91,0,3,"N",0,1,43,"N","F",0.862187027931213,53359
"93",92,0,3,"N",0,1,84,"D","F",0.949191987514496,102968
"94",93,0,3,"N",0,2,79,"D","M",0.810284018516541,70313
"95",94,1,3,"Y",1,2,72,"N","F",0.949191987514496,102968
"96",95,1,3,"N",0,1,95,"N","M",0.949191987514496,102968
"97",96,0,3,"Y",1,2,63,"D","F",0.949191987514496,102968
"98",97,0,3,"Y",1,2,69,"I","M",0.90541797876358,39688
"99",98,0,3,"Y",1,2,68,"D","M",0.949191987514496,102968
"100",99,1,3,"N",0,2,80,"N","M",0.949191987514496,102968
"101",100,0,3,"Y",1,3,64,"N","F",0.847106993198395,87647
"102",101,0,3,"Y",1,1,67,"D","M",0.791514992713928,41513
"103",102,0,3,"Y",0,1,25,"D","M",0.891439020633698,51182
"104",103,1,3,"Y",1,2,56,"N","F",0.662500023841858,58092
"105",104,0,3,"Y",1,2,65,"I","F",0.90541797876358,39688
"106",105,0,3,"Y",0,2,63,"D","F",0.716825008392334,84560
"107",106,1,3,"Y",1,1,73,"D","F",0.662500023841858,58092
"108",107,0,3,"Y",1,2,76,"N","F",0.716825008392334,84560
"109",108,0,3,"Y",1,2,76,"D","M",0.716825008392334,84560
"110",109,0,3,"N",0,4,41,"N","M",0.798907995223999,36998
"111",109,0,3,"N",0,4,41,"N","M",0.798907995223999,36998
"112",110,0,2,"Y",1,2,41,"N","F",0.949916005134583,33444
"113",110,0,2,"N",0,2,90,"D","M",1,38750
"114",111,0,3,"Y",0,2,42,"N","M",0.911583006381989,33258
"115",112,0,3,"N",0,2,75,"N","M",0.834441006183624,60139
"116",113,0,3,"N",0,2,85,"D","F",0.87951797246933,60491
"117",114,0,3,"N",0,4,40,"N","F",0.798907995223999,36998
"118",114,0,3,"N",0,4,40,"N","F",0.798907995223999,36998
"119",115,0,3,"Y",1,2,81,"D","F",0.714859008789063,69784
"120",116,0,3,"Y",1,2,54,"N","M",0.85200297832489,89817
"121",117,0,3,"Y",1,1,68,"N","F",0.714859008789063,69784
"122",118,0,3,"Y",0,1,83,"N","M",0.714859008789063,69784
"123",119,0,2,"A",1,1,55,"D","F",0.714859008789063,69784
"124",120,0,3,"N",0,4,23,"D","M",0.907913982868195,47857
"125",121,0,3,"Y",1,2,68,"D","F",0.920171022415161,113213
"126",122,0,3,"Y",1,1,55,"N","F",0.781139016151428,102049
"127",123,0,2,"N",0,1,56,"D","F",0.781139016151428,102049
"128",124,0,3,"N",0,1,48,"N","F",0.955994009971619,55655
"129",125,0,3,"N",1,1,25,"N","F",0.980488002300262,28281
"130",126,0,3,"Y",1,2,43,"N","M",0.776324987411499,67500
"131",127,1,3,"N",0,2,47,"N","F",0.964634001255035,94772
"132",128,1,2,"Y",0,2,19,"I","M",0.859615027904511,123613
"133",129,1,3,"N",0,2,66,"D","F",0.662500023841858,58092
"134",130,0,3,"Y",1,1,46,"D","M",0.86784702539444,46591
"135",131,0,3,"Y",1,2,81,"D","M",0.910812020301819,69602
"136",132,0,3,"N",0,3,42,"N","M",0.818452000617981,92298
"137",133,0,3,"Y",0,3,74,"N","F",0.818452000617981,92298
"138",134,0,3,"N",0,3,76,"N","M",0.818452000617981,92298
"139",135,0,3,"N",0,2,87,"N","F",0.786942005157471,99281
"140",136,0,3,"N",0,2,83,"D","M",0.786942005157471,99281
"141",137,0,3,"N",0,2,81,"N","M",0.787690997123718,52071
"142",138,0,2,"Y",1,1,32,"N","F",0.955856025218964,40781
"143",139,0,3,"N",0,1,87,"D","M",0.786942005157471,99281
"144",140,0,3,"Y",1,5,53,"D","F",0.863569974899292,89680
"145",141,0,3,"Y",0,5,55,"N","M",0.863569974899292,89680
"146",142,0,2,"Y",1,2,51,"D","F",0.863569974899292,89680
"147",143,0,3,"A",0,4,53,"N","F",0.837508022785187,123560
"148",144,0,3,"A",0,4,52,"N","M",0.837508022785187,123560
"149",145,0,3,"N",0,2,77,"N","F",0.847106993198395,87647
"150",146,0,2,"Y",1,2,65,"D","M",0.903895974159241,52163
"151",147,0,3,"Y",1,1,56,"N","M",0.943654000759125,31961
"152",148,0,3,"Y",0,4,53,"N","M",0.837508022785187,123560
"153",149,0,3,"Y",1,4,50,"N","F",0.837508022785187,123560
"154",150,0,3,"N",0,2,92,"D","F",0.561172008514404,48571
"155",151,0,2,"N",0,4,37,"N","M",0.976795971393585,29821
"156",151,0,2,"N",0,4,81,"N","M",0.975678026676178,59792
"157",152,0,2,"N",0,4,35,"N","F",0.976795971393585,29821
"158",153,0,3,"N",0,4,42,"D","F",0.921781003475189,56125
"159",154,0,3,"Y",1,4,76,"D","M",0.921781003475189,56125
"160",155,0,3,"Y",1,4,38,"D","M",0.921781003475189,56125
"161",156,0,3,"Y",1,4,69,"D","F",0.921781003475189,56125
"162",157,0,3,"Y",0,1,73,"N","F",0.921781003475189,56125
"163",158,0,3,"Y",1,2,57,"D","M",0.921781003475189,56125
"164",159,0,3,"Y",1,2,55,"D","F",0.921781003475189,56125
"165",160,0,3,"Y",1,3,73,"D","F",0.866087019443512,114731
"166",161,0,3,"Y",1,3,73,"I","M",0.866087019443512,114731
"167",162,0,2,"N",1,1,72,"N","F",0.967794001102448,33500
"168",163,0,3,"Y",1,1,86,"D","F",0.967794001102448,33500
"169",164,1,3,"Y",1,2,59,"D","M",0.949916005134583,33444
"170",165,1,3,"Y",1,2,55,"N","F",0.949916005134583,33444
"171",166,0,3,"N",0,2,63,"D","F",0.410564988851547,48214
"172",167,0,3,"N",0,2,65,"N","M",0.410564988851547,48214
"173",168,0,3,"N",0,3,67,"D","F",0.705882012844086,81463
"174",169,0,3,"Y",0,3,74,"N","M",0.705882012844086,81463
"175",170,0,3,"Y",1,2,77,"D","M",0.907707989215851,90608
"176",171,0,3,"Y",1,5,64,"N","F",0.862730979919434,115405
"177",172,0,3,"Y",1,5,72,"N","M",0.862730979919434,115405
"178",173,0,3,"Y",1,2,67,"D","F",0.960285007953644,34375
"179",174,0,3,"N",0,1,58,"N","M",0.878488004207611,61250
"180",175,0,3,"Y",1,1,40,"N","M",0.781139016151428,102049
"181",176,0,3,"Y",1,2,63,"D","F",0.942236006259918,102983
"182",177,0,3,"Y",1,2,67,"N","M",0.942236006259918,102983
"183",178,0,3,"Y",1,4,71,"N","M",0.918968975543976,86803
"184",179,0,3,"Y",1,3,77,"N","F",0.942236006259918,102983
"185",180,0,3,"N",0,3,80,"N","M",0.942236006259918,102983
"186",181,1,3,"Y",1,3,73,"D","F",0.938322007656097,38250
"187",182,1,3,"Y",1,3,72,"D","M",0.938322007656097,38250
"188",183,0,3,"N",0,1,37,"D","F",0.974474012851715,52230
"189",184,0,3,"Y",1,2,68,"D","F",0.866087019443512,114731
"190",185,0,3,"Y",1,2,69,"N","M",0.866087019443512,114731
"191",186,0,3,"Y",1,2,70,"D","F",0.928849995136261,138752
"192",187,0,3,"Y",1,3,67,"N","F",0.928849995136261,138752
"193",188,0,3,"Y",1,3,71,"N","M",0.928849995136261,138752
"194",189,0,3,"Y",1,2,75,"D","F",0.764226973056793,66154
"195",190,0,3,"N",1,2,51,"D","M",0.976000010967255,33152
"196",191,0,3,"N",1,2,51,"D","F",0.976000010967255,33152
"197",192,0,3,"Y",1,1,89,"D","F",0.694361984729767,61563
"198",193,0,3,"Y",1,1,67,"N","M",0.949916005134583,33444
"199",194,0,3,"Y",1,1,53,"N","F",0.665678977966309,47094
"200",195,0,3,"N",0,2,83,"N","M",0.93859601020813,99392
"201",196,0,3,"Y",1,2,82,"D","F",0.93859601020813,99392
"202",197,0,3,"N",0,2,81,"N","F",0.93859601020813,99392
"203",198,0,3,"N",0,2,84,"D","M",0.93859601020813,99392
"204",199,1,3,"Y",0,2,42,"D","F",0.369989007711411,55066
"205",200,0,3,"Y",1,2,38,"N","M",0.980488002300262,28281
"206",201,0,3,"Y",0,2,37,"N","F",0.980488002300262,28281
"207",202,0,3,"N",0,4,85,"D","F",0.89009302854538,70465
"208",202,0,3,"N",0,4,85,"D","F",0.89009302854538,70465
"209",203,0,3,"Y",1,2,75,"D","F",0.949916005134583,33444
"210",204,0,3,"Y",1,2,75,"D","M",0.949916005134583,33444
"211",205,0,3,"Y",1,2,67,"D","M",0.819383025169373,91493
"212",206,0,3,"Y",1,2,67,"N","F",0.819383025169373,91493
"213",207,0,3,"Y",0,1,70,"N","F",0.819383025169373,91493
"214",208,0,3,"N",0,1,78,"N","F",0.949916005134583,33444
"215",209,0,3,"Y",1,2,49,"D","F",0.819383025169373,91493
"216",210,0,2,"N",0,3,91,"D","F",0.945177972316742,72500
"217",211,0,3,"Y",0,2,59,"D","F",0.91839200258255,88227
"218",212,0,3,"Y",1,3,64,"N","F",0.95990401506424,46094
"219",213,0,3,"Y",0,3,65,"N","M",0.95990401506424,46094
"220",214,0,2,"Y",0,1,38,"D","F",0.980313003063202,51250
"221",215,0,3,"Y",1,1,29,"N","M",0.980488002300262,28281
"222",216,0,3,"Y",1,3,62,"D","F",0.93859601020813,99392
"223",217,0,3,"Y",1,3,70,"N","M",0.93859601020813,99392
"224",218,0,3,"Y",1,3,73,"N","F",0.93859601020813,99392
"225",219,0,3,"Y",1,3,75,"N","M",0.93859601020813,99392
"226",220,0,3,"N",0,3,54,"N","M",0.863252997398376,100892
"227",221,1,3,"Y",0,1,51,"N","M",0.859615027904511,123613
"228",222,1,3,"Y",0,1,45,"N","F",0.859615027904511,123613
"229",223,0,3,"N",0,1,70,"N","M",0.93859601020813,99392
"230",224,0,3,"Y",1,3,75,"D","M",0.93859601020813,99392
"231",225,0,3,"Y",1,3,64,"D","F",0.93859601020813,99392
"232",226,0,3,"N",0,1,67,"N","M",0.93859601020813,99392
"233",227,0,3,"Y",1,2,84,"D","F",0.93859601020813,99392
"234",228,0,3,"N",0,2,53,"D","F",0.93859601020813,99392
"235",229,0,3,"N",0,2,89,"N","M",0.93859601020813,99392
"236",230,0,3,"Y",0,2,88,"N","F",0.93859601020813,99392
"237",231,0,3,"Y",1,2,76,"N","M",0.93859601020813,99392
"238",231,0,3,"Y",0,1,63,"N","M",0.889090001583099,42941
"239",232,0,3,"Y",1,2,32,"N","F",0.987966001033783,30057
"240",233,0,3,"N",0,3,69,"N","F",0.877429008483887,116314
"241",234,0,3,"Y",1,3,70,"N","M",0.877429008483887,116314
"242",235,0,3,"Y",1,2,46,"N","M",0.971955001354218,36765
"243",236,0,3,"Y",1,3,64,"D","F",0.949916005134583,33444
"244",237,0,3,"Y",1,3,67,"N","M",0.949916005134583,33444
"245",238,0,3,"Y",1,3,41,"N","M",0.949916005134583,33444
"246",239,0,3,"Y",1,2,42,"N","F",0.971955001354218,36765
"247",240,0,3,"Y",1,1,60,"N","F",0.877429008483887,116314
"248",241,0,3,"Y",0,3,52,"N","F",0.863252997398376,100892
"249",242,0,3,"Y",0,3,54,"N","M",0.863252997398376,100892
"250",243,0,2,"Y",1,1,58,"N","M",0.863252997398376,100892
"251",244,0,3,"Y",1,1,72,"N","F",0.863252997398376,100892
"252",245,0,3,"N",0,1,54,"D","M",0.980488002300262,28281
"253",246,0,3,"N",0,2,64,"N","F",0.949916005134583,33444
"254",247,0,3,"N",0,2,69,"D","M",0.949916005134583,33444
"255",248,0,3,"Y",1,2,63,"D","F",0.920171022415161,113213
"256",249,0,3,"Y",1,2,63,"D","M",0.920171022415161,113213
"257",250,0,3,"N",0,2,80,"D","M",0.855898976325989,62292
"258",251,0,3,"N",0,2,78,"D","F",0.855898976325989,62292
"259",252,0,3,"Y",1,2,51,"D","F",0.863252997398376,100892
"260",253,0,3,"Y",1,2,42,"N","M",0.980488002300262,28281
"261",254,0,3,"Y",1,2,41,"N","F",0.980488002300262,28281
"262",255,0,3,"Y",1,4,58,"D","M",0.863252997398376,100892
"263",256,0,3,"Y",1,4,54,"D","F",0.863252997398376,100892
"264",257,0,3,"N",0,1,81,"D","F",0.280629992485046,46821
"265",258,0,3,"Y",1,2,48,"N","F",0.863252997398376,100892
"266",259,0,3,"Y",1,2,54,"D","M",0.863252997398376,100892
"267",260,0,3,"N",0,3,65,"D","F",0.877429008483887,116314
"268",261,0,3,"N",0,3,67,"D","M",0.877429008483887,116314
"269",262,0,3,"Y",1,2,78,"D","M",0.863252997398376,100892
"270",263,0,3,"N",0,2,78,"D","F",0.863252997398376,100892
"271",264,0,3,"N",0,1,84,"N","F",0.863252997398376,100892
"272",265,1,3,"Y",1,3,56,"D","M",0.928125023841858,58500
"273",266,0,3,"Y",1,2,31,"N","F",0.983042001724243,31422
"274",267,0,3,"Y",1,2,31,"N","M",0.983042001724243,31422
"275",268,0,3,"N",0,1,77,"N","F",0.949916005134583,33444
"276",269,0,3,"Y",1,2,52,"N","M",0.862187027931213,53359
"277",270,0,3,"Y",0,1,37,"N","M",0.960285007953644,34375
"278",271,0,2,"Y",1,2,52,"N","F",0.862730979919434,115405
"279",272,0,2,"Y",1,2,52,"N","M",0.862730979919434,115405
"280",273,0,3,"Y",1,2,82,"D","M",0.906188011169434,122470
"281",274,0,3,"Y",1,2,81,"N","F",0.906188011169434,122470
"282",275,0,3,"Y",1,2,46,"D","F",0.967794001102448,33500
"283",276,0,3,"Y",1,2,47,"D","M",0.967794001102448,33500
"284",277,0,3,"N",0,2,59,"D","M",0.883898973464966,37245
"285",278,0,2,"N",0,3,23,"D","M",0.980488002300262,28281
"286",279,0,3,"Y",1,1,55,"D","M",0.641631007194519,62303
"287",280,0,2,"N",0,1,63,"N","M",0.971955001354218,36765
"288",281,0,3,"N",0,2,85,"N","M",0.861693978309631,82100
"289",282,0,3,"N",0,2,86,"N","F",0.861693978309631,82100
"290",283,0,3,"Y",1,3,61,"D","F",0.455274999141693,46250
"291",284,0,3,"N",0,2,82,"N","M",0.455274999141693,46250
"292",285,0,3,"Y",1,2,64,"D","F",0.455274999141693,46250
"293",286,0,3,"N",0,1,46,"N","M",0.976000010967255,33152
"294",287,0,2,"Y",1,1,37,"N","F",0.943654000759125,31961
"295",288,1,3,"Y",1,2,61,"N","M",0.81623899936676,78725
"296",289,1,3,"Y",1,2,52,"D","M",0.81623899936676,78725
"297",290,1,3,"Y",1,2,51,"N","F",0.81623899936676,78725
"298",291,0,3,"Y",1,2,62,"N","F",0.797770023345947,50917
"299",292,0,3,"Y",1,2,66,"N","M",0.797770023345947,50917
"300",293,0,3,"N",0,2,22,"N","M",0.987966001033783,30057
"301",294,0,3,"N",0,2,69,"N","M",0.967794001102448,33500
"302",295,0,3,"Y",0,2,41,"D","F",0.949916005134583,33444
"303",296,0,3,"N",0,1,81,"D","F",0.550938010215759,33672
"304",297,0,3,"Y",1,2,67,"N","F",0.913933992385864,117830
"305",298,0,3,"Y",1,1,92,"N","F",0.913933992385864,117830
"306",299,0,3,"N",0,2,87,"N","M",0.913933992385864,117830
"307",300,0,3,"Y",1,1,43,"N","F",0.955856025218964,40781
"308",301,0,3,"Y",1,1,82,"D","F",0.380171000957489,47500
"309",302,0,3,"N",0,2,71,"N","F",0.967794001102448,33500
"310",303,0,3,"Y",1,1,80,"D","F",0.880834996700287,67143
"311",304,0,3,"Y",1,2,79,"N","F",0.864471971988678,65341
"312",305,0,3,"Y",1,2,78,"D","M",0.864471971988678,65341
"313",306,0,2,"N",0,3,21,"N","M",0.980488002300262,28281
"314",307,0,3,"N",0,1,88,"D","F",0.892723977565765,165544
"315",308,1,3,"Y",1,2,57,"N","F",0.906574010848999,74750
"316",309,1,3,"Y",1,2,61,"N","M",0.906574010848999,74750
"317",310,0,3,"N",0,1,43,"D","F",0.967794001102448,33500
"318",311,0,3,"N",0,2,57,"D","M",0.906870007514954,56071
"319",312,0,2,"Y",1,1,69,"N","F",0.956472992897034,62250
"320",313,0,3,"N",0,2,77,"N","F",0.380171000957489,47500
"321",314,0,3,"Y",1,4,68,"D","F",0.380171000957489,47500
"322",315,0,3,"Y",0,4,63,"N","F",0.380171000957489,47500
"323",316,0,2,"Y",1,3,64,"N","M",0.380171000957489,47500
"324",317,0,2,"N",0,3,79,"N","M",0.380171000957489,47500
"325",318,0,3,"N",0,2,39,"D","F",0.960285007953644,34375
"326",319,0,3,"Y",0,1,96,"N","F",0.970818996429443,171503
"327",320,0,3,"N",0,2,67,"N","F",0.970818996429443,171503
"328",320,0,3,"N",0,2,67,"N","F",0.970818996429443,171503
"329",321,1,3,"Y",1,2,47,"N","F",0.887544989585876,100685
"330",322,0,2,"N",0,1,52,"D","F",0.974947988986969,80234
"331",323,0,3,"Y",0,1,67,"N","F",0.784334003925323,75372
"332",324,0,3,"Y",1,4,60,"N","M",0.974947988986969,80234
"333",325,0,3,"Y",1,4,58,"N","F",0.974947988986969,80234
"334",326,0,3,"Y",1,1,78,"D","F",0.784334003925323,75372
"335",327,0,2,"Y",0,1,36,"N","F",0.949916005134583,33444
"336",328,1,3,"N",0,2,46,"N","M",0.859615027904511,123613
"337",329,1,3,"N",0,2,44,"N","F",0.859615027904511,123613
"338",330,0,3,"N",0,1,91,"N","F",0.922155976295471,31667
"339",331,1,3,"Y",1,1,85,"D","M",0.898495972156525,80000
"340",332,0,3,"Y",1,2,46,"N","F",0.974474012851715,52230
"341",333,0,3,"Y",1,1,67,"N","F",0.964953005313873,99333
"342",334,1,2,"A",1,6,66,"N","M",0.369989007711411,55066
"343",335,1,2,"N",0,6,38,"N","M",0.369989007711411,55066
"344",336,0,3,"N",0,1,91,"N","F",0.903900027275085,77241
"345",337,0,3,"Y",0,1,75,"N","M",0.89969801902771,52171
"346",338,1,3,"Y",0,2,60,"N","F",0.89969801902771,52171
"347",339,1,3,"Y",0,2,66,"N","M",0.89969801902771,52171
"348",340,1,3,"N",0,2,19,"D","F",0.859615027904511,123613
"349",341,0,3,"N",0,1,83,"N","M",0.948059976100922,80160
"350",342,0,3,"Y",1,4,57,"N","F",0.948059976100922,80160
"351",343,0,3,"Y",1,2,66,"D","F",0.957255005836487,76094
"352",344,0,3,"N",0,1,78,"N","F",0.845328986644745,111421
"353",345,0,3,"Y",1,2,74,"N","M",0.845328986644745,111421
"354",346,0,3,"Y",1,2,39,"N","M",0.845328986644745,111421
"355",347,0,3,"N",0,2,49,"N","M",0.974474012851715,52230
"356",348,0,2,"N",0,1,86,"D","M",0.948059976100922,80160
"357",349,0,3,"Y",1,2,47,"N","M",0.802335023880005,79341
"358",350,0,2,"N",0,3,67,"D","M",0.951496005058289,41779
"359",351,0,2,"Y",0,3,64,"D","F",0.951496005058289,41779
"360",352,0,2,"Y",0,3,37,"D","F",0.951496005058289,41779
"361",353,0,3,"Y",0,2,71,"N","F",0.586320996284485,32850
"362",354,0,3,"Y",1,2,68,"D","M",0.980313003063202,51250
"363",355,0,3,"N",0,1,76,"D","M",0.457507014274597,42232
"364",356,0,2,"Y",1,3,59,"N","M",0.931276977062225,55156
"365",357,1,3,"Y",0,1,77,"N","F",0.824307024478912,71667
"366",358,0,3,"N",0,1,81,"D","M",0.90541797876358,39688
"367",359,0,3,"Y",1,1,52,"D","F",0.907913982868195,47857
"368",360,0,3,"Y",1,1,79,"D","F",0.907913982868195,47857
"369",361,0,3,"Y",1,2,81,"N","M",0.907913982868195,47857
"370",362,0,3,"Y",1,2,39,"N","M",0.907913982868195,47857
"371",363,0,2,"N",0,3,22,"N","M",0.974474012851715,52230
"372",364,1,3,"Y",1,1,81,"N","M",0.969295024871826,57708
"373",365,0,3,"Y",1,3,58,"D","F",0.745945990085602,100741
"374",366,0,3,"N",0,3,59,"D","M",0.745945990085602,100741
"375",367,0,3,"Y",1,4,47,"N","F",0.907913982868195,47857
"376",368,0,3,"Y",1,4,54,"D","M",0.907913982868195,47857
"377",369,0,3,"Y",1,1,37,"N","M",0.949916005134583,33444
"378",370,0,2,"Y",0,3,77,"N","F",0.950716972351074,74800
"379",371,0,2,"Y",1,3,79,"N","M",0.950716972351074,74800
"380",372,0,3,"N",0,2,90,"N","F",0.885465979576111,61346
"381",373,0,3,"N",0,2,97,"N","M",0.885465979576111,61346
"382",374,0,3,"N",1,1,79,"D","M",0.862856984138489,55625
"383",375,0,3,"Y",1,2,84,"N","F",0.862856984138489,55625
"384",376,0,3,"N",0,1,57,"N","M",0.971332013607025,60491
"385",377,1,3,"N",0,1,83,"D","M",0.611315011978149,42063
"386",378,0,3,"Y",0,4,61,"D","M",0.918968975543976,86803
"387",379,0,3,"Y",1,4,59,"D","F",0.918968975543976,86803
"388",380,0,3,"N",0,2,36,"I","F",0.949916005134583,33444
"389",381,0,3,"N",0,2,78,"N","F",0.80036598443985,39506
"390",382,0,2,"A",1,2,75,"N","M",0.90957897901535,71492
"391",383,0,3,"Y",0,1,72,"N","F",0.924039006233215,52179
"392",384,0,2,"Y",1,4,61,"N","F",0.907792985439301,51632
"393",385,0,3,"N",0,3,55,"N","M",0.922900974750519,48370
"394",386,0,3,"N",0,2,29,"N","M",0.943654000759125,31961
"395",387,0,2,"N",0,4,73,"N","F",0.975678026676178,59792
"396",388,0,3,"Y",1,2,54,"N","M",0.975678026676178,59792
"397",389,0,3,"Y",1,2,72,"N","F",0.808637976646423,67917
"398",390,0,3,"Y",1,2,73,"N","M",0.808637976646423,67917
"399",391,0,2,"Y",1,4,63,"N","M",0.907792985439301,51632
"400",392,0,3,"N",0,2,37,"N","F",0.825720012187958,94137
"401",393,1,3,"Y",0,2,80,"N","F",0.880327999591827,66033
"402",394,0,3,"Y",1,2,67,"D","M",0.912138998508453,87547
